 Z  
 0.00000E+00-0.12500E+00-0.25000E+00-0.50000E+00-0.75000E+00-0.10000E+01
 ZZ 
-0.62500E-01-0.17678E+00-0.35355E+00-0.64645E+00-0.87500E+00-0.11250E+01
 DZ 
 0.12500E+00 0.12500E+00 0.25000E+00 0.25000E+00 0.25000E+00 0.00000E+00
 DZZ
 0.11428E+00 0.17678E+00 0.29289E+00 0.22855E+00 0.25000E+00 0.00000E+00
ALON 
-0.78500E+02-0.77800E+02-0.77100E+02-0.76400E+02-0.75700E+02-0.75000E+02-0.74300E+02-0.73600E+02
-0.72900E+02-0.72200E+02-0.71500E+02-0.78584E+02-0.77814E+02-0.77095E+02-0.76389E+02-0.75686E+02
-0.74984E+02-0.74282E+02-0.73578E+02-0.72871E+02-0.72152E+02-0.71376E+02-0.78556E+02-0.77768E+02
-0.77044E+02-0.76336E+02-0.75635E+02-0.74933E+02-0.74229E+02-0.73519E+02-0.72799E+02-0.72058E+02
-0.71237E+02-0.78321E+02-0.77591E+02-0.76901E+02-0.76215E+02-0.75527E+02-0.74832E+02-0.74129E+02
-0.73415E+02-0.72683E+02-0.71923E+02-0.71074E+02-0.77988E+02-0.77330E+02-0.76688E+02-0.76036E+02
-0.75370E+02-0.74690E+02-0.73992E+02-0.73276E+02-0.72537E+02-0.71763E+02-0.70891E+02-0.77748E+02
-0.77125E+02-0.76511E+02-0.75881E+02-0.75231E+02-0.74561E+02-0.73869E+02-0.73152E+02-0.72407E+02
-0.71622E+02-0.70732E+02-0.77609E+02-0.77000E+02-0.76399E+02-0.75779E+02-0.75138E+02-0.74473E+02
-0.73783E+02-0.73066E+02-0.72315E+02-0.71519E+02-0.70612E+02-0.77538E+02-0.76934E+02-0.76338E+02
-0.75724E+02-0.75087E+02-0.74424E+02-0.73735E+02-0.73016E+02-0.72261E+02-0.71456E+02-0.70532E+02
-0.77500E+02-0.76910E+02-0.76319E+02-0.75707E+02-0.75071E+02-0.74409E+02-0.73720E+02-0.73000E+02
-0.72245E+02-0.71435E+02-0.70500E+02
ALAT 
 0.31500E+02 0.31500E+02 0.31500E+02 0.31500E+02 0.31500E+02 0.31500E+02 0.31500E+02 0.31500E+02
 0.31500E+02 0.31500E+02 0.31500E+02 0.32511E+02 0.32514E+02 0.32503E+02 0.32486E+02 0.32468E+02
 0.32449E+02 0.32428E+02 0.32405E+02 0.32376E+02 0.32334E+02 0.32257E+02 0.33597E+02 0.33540E+02
 0.33494E+02 0.33453E+02 0.33414E+02 0.33378E+02 0.33340E+02 0.33300E+02 0.33255E+02 0.33199E+02
 0.33122E+02 0.34816E+02 0.34714E+02 0.34637E+02 0.34573E+02 0.34517E+02 0.34465E+02 0.34415E+02
 0.34364E+02 0.34308E+02 0.34244E+02 0.34161E+02 0.36047E+02 0.35949E+02 0.35871E+02 0.35805E+02
 0.35745E+02 0.35691E+02 0.35638E+02 0.35585E+02 0.35529E+02 0.35466E+02 0.35388E+02 0.37102E+02
 0.37032E+02 0.36972E+02 0.36918E+02 0.36870E+02 0.36824E+02 0.36779E+02 0.36734E+02 0.36687E+02
 0.36633E+02 0.36565E+02 0.37993E+02 0.37949E+02 0.37909E+02 0.37874E+02 0.37841E+02 0.37809E+02
 0.37778E+02 0.37746E+02 0.37712E+02 0.37672E+02 0.37621E+02 0.38774E+02 0.38750E+02 0.38730E+02
 0.38712E+02 0.38695E+02 0.38679E+02 0.38663E+02 0.38646E+02 0.38628E+02 0.38607E+02 0.38577E+02
 0.39500E+02 0.39500E+02 0.39500E+02 0.39500E+02 0.39500E+02 0.39500E+02 0.39500E+02 0.39500E+02
 0.39500E+02 0.39500E+02 0.39500E+02
 H   
 0.56500E+03 0.72460E+03 0.18656E+04 0.27512E+04 0.30896E+04 0.32150E+04 0.48334E+04 0.51432E+04
 0.52966E+04 0.53282E+04 0.53400E+04 0.15636E+03 0.35513E+03 0.68988E+03 0.19884E+04 0.32868E+04
 0.42188E+04 0.47301E+04 0.50587E+04 0.52506E+04 0.53199E+04 0.53390E+04 0.15832E+02 0.19517E+02
 0.54731E+02 0.64947E+03 0.32009E+04 0.38289E+04 0.44605E+04 0.47424E+04 0.50930E+04 0.52618E+04
 0.53264E+04 0.10000E+01 0.10000E+01 0.10000E+01 0.16559E+02 0.15292E+04 0.32131E+04 0.37608E+04
 0.41868E+04 0.45926E+04 0.46996E+04 0.51641E+04 0.10000E+01 0.10000E+01 0.10000E+01 0.10000E+01
 0.21895E+02 0.12260E+04 0.29380E+04 0.38445E+04 0.41314E+04 0.42552E+04 0.43995E+04 0.10000E+01
 0.10000E+01 0.10000E+01 0.10000E+01 0.27555E+02 0.77854E+03 0.26347E+04 0.32060E+04 0.34521E+04
 0.40771E+04 0.43353E+04 0.10000E+01 0.10000E+01 0.10000E+01 0.10000E+02 0.18368E+02 0.30489E+02
 0.13482E+04 0.25448E+04 0.31068E+04 0.33798E+04 0.39946E+04 0.10000E+01 0.10000E+01 0.10000E+01
 0.10000E+01 0.10000E+01 0.36067E+02 0.51909E+02 0.10781E+04 0.27247E+04 0.28014E+04 0.29950E+04
 0.10000E+01 0.10000E+01 0.10000E+01 0.10000E+01 0.10000E+01 0.10000E+01 0.29356E+02 0.67934E+02
 0.22329E+03 0.21759E+04 0.23120E+04
 T   
 0.24497E+02 0.24426E+02 0.21448E+02 0.19539E+02 0.19147E+02 0.19110E+02 0.18085E+02 0.18090E+02
 0.18126E+02 0.18150E+02 0.18152E+02 0.24236E+02 0.24573E+02 0.24075E+02 0.20772E+02 0.18496E+02
 0.17922E+02 0.17875E+02 0.17949E+02 0.18049E+02 0.18125E+02 0.18171E+02 0.23933E+02 0.24240E+02
 0.24529E+02 0.23992E+02 0.18360E+02 0.17927E+02 0.17722E+02 0.17827E+02 0.17902E+02 0.18031E+02
 0.18141E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.23855E+02 0.21595E+02 0.18389E+02 0.17794E+02
 0.17628E+02 0.17630E+02 0.17849E+02 0.17935E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.22120E+02 0.20922E+02 0.17843E+02 0.16731E+02 0.16720E+02 0.17017E+02 0.17386E+02 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.18672E+02 0.19115E+02 0.15649E+02 0.15191E+02 0.15394E+02
 0.15411E+02 0.15916E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.19173E+02 0.18916E+02 0.18226E+02
 0.16678E+02 0.14208E+02 0.13857E+02 0.14176E+02 0.14310E+02 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.16019E+02 0.15435E+02 0.13225E+02 0.12568E+02 0.13212E+02 0.13678E+02
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.14367E+02 0.14471E+02
 0.14500E+02 0.12525E+02 0.12870E+02 0.22522E+02 0.20977E+02 0.16221E+02 0.15391E+02 0.15097E+02
 0.15127E+02 0.96908E+01 0.87347E+01 0.82893E+01 0.82217E+01 0.81920E+01 0.24075E+02 0.23648E+02
 0.20722E+02 0.15719E+02 0.13873E+02 0.11600E+02 0.10081E+02 0.91135E+01 0.85603E+01 0.83952E+01
 0.83558E+01 0.23916E+02 0.24221E+02 0.24513E+02 0.21042E+02 0.13054E+02 0.12454E+02 0.10835E+02
 0.10113E+02 0.90883E+01 0.86550E+01 0.85322E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.23838E+02
 0.17047E+02 0.12834E+02 0.12043E+02 0.11312E+02 0.10418E+02 0.10445E+02 0.90759E+01 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.22020E+02 0.17242E+02 0.12989E+02 0.10897E+02 0.10669E+02
 0.10952E+02 0.11105E+02 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.18514E+02 0.16632E+02
 0.98426E+01 0.97044E+01 0.10264E+02 0.97301E+01 0.98323E+01 0.00000E+00 0.00000E+00 0.00000E+00
 0.19151E+02 0.18867E+02 0.18113E+02 0.12782E+02 0.84512E+01 0.83306E+01 0.89792E+01 0.88218E+01
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.15835E+02 0.15049E+02 0.11252E+02
 0.64547E+01 0.75176E+01 0.83357E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.14217E+02 0.13839E+02 0.11931E+02 0.71749E+01 0.73437E+01 0.17964E+02 0.16756E+02
 0.12868E+02 0.74547E+01 0.58114E+01 0.54622E+01 0.38644E+01 0.37493E+01 0.36971E+01 0.36948E+01
 0.36981E+01 0.23779E+02 0.20205E+02 0.16524E+02 0.12180E+02 0.52175E+01 0.41671E+01 0.38888E+01
 0.37772E+01 0.37208E+01 0.37085E+01 0.37131E+01 0.23894E+02 0.24200E+02 0.24634E+02 0.17419E+02
 0.53805E+01 0.44098E+01 0.39991E+01 0.38944E+01 0.37796E+01 0.37382E+01 0.37310E+01 0.00000E+00
 0.00000E+00 0.00000E+00 0.23818E+02 0.13279E+02 0.50082E+01 0.43875E+01 0.41500E+01 0.39691E+01
 0.39589E+01 0.37965E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.21967E+02 0.14439E+02
 0.55106E+01 0.42422E+01 0.41255E+01 0.41122E+01 0.40935E+01 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.18305E+02 0.13786E+02 0.48918E+01 0.44413E+01 0.44012E+01 0.40771E+01 0.40267E+01
 0.00000E+00 0.00000E+00 0.00000E+00 0.19116E+02 0.18774E+02 0.17836E+02 0.88568E+01 0.46683E+01
 0.43653E+01 0.43419E+01 0.40348E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00
 0.15267E+02 0.13789E+02 0.68951E+01 0.40439E+01 0.44301E+01 0.45678E+01 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.13815E+02 0.12181E+02 0.12617E+02 0.42731E+01
 0.45260E+01 0.14581E+02 0.14290E+02 0.51452E+01 0.37728E+01 0.34697E+01 0.34052E+01 0.23957E+01
 0.22785E+01 0.22413E+01 0.22530E+01 0.22624E+01 0.21520E+02 0.15866E+02 0.14266E+02 0.46289E+01
 0.33188E+01 0.27645E+01 0.24715E+01 0.23337E+01 0.22789E+01 0.22771E+01 0.22818E+01 0.23882E+02
 0.24214E+02 0.24158E+02 0.14852E+02 0.34307E+01 0.30803E+01 0.26711E+01 0.25248E+01 0.23661E+01
 0.23162E+01 0.23048E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.23821E+02 0.68012E+01 0.34452E+01
 0.31578E+01 0.28895E+01 0.26528E+01 0.26203E+01 0.23932E+01 0.00000E+00 0.00000E+00 0.00000E+00
 0.00000E+00 0.22347E+02 0.88611E+01 0.35727E+01 0.30700E+01 0.29009E+01 0.28559E+01 0.28050E+01
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17993E+02 0.10390E+02 0.35916E+01 0.33383E+01
 0.32233E+01 0.28697E+01 0.27597E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.19042E+02 0.18534E+02
 0.17043E+02 0.52218E+01 0.36927E+01 0.33517E+01 0.32116E+01 0.28688E+01 0.00000E+00 0.00000E+00
 0.00000E+00 0.00000E+00 0.00000E+00 0.13892E+02 0.11926E+02 0.39993E+01 0.35405E+01 0.35169E+01
 0.34193E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.12632E+02
 0.10366E+02 0.12111E+02 0.37101E+01 0.36846E+01 0.13269E+02 0.13237E+02 0.39932E+01 0.30528E+01
 0.27116E+01 0.26469E+01 0.19010E+01 0.18657E+01 0.18659E+01 0.18712E+01 0.18759E+01 0.19712E+02
 0.14188E+02 0.13002E+02 0.37708E+01 0.25835E+01 0.20335E+01 0.19342E+01 0.18818E+01 0.18728E+01
 0.18779E+01 0.18823E+01 0.23897E+02 0.24239E+02 0.23712E+02 0.12864E+02 0.27630E+01 0.22000E+01
 0.19813E+01 0.19344E+01 0.18914E+01 0.18817E+01 0.18830E+01 0.00000E+00 0.00000E+00 0.00000E+00
 0.23854E+02 0.43774E+01 0.27496E+01 0.22974E+01 0.20851E+01 0.19671E+01 0.19527E+01 0.18812E+01
 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.22747E+02 0.53544E+01 0.29826E+01 0.22526E+01
 0.21079E+01 0.20804E+01 0.20482E+01 0.00000E+00 0.00000E+00 0.00000E+00 0.00000E+00 0.17445E+02
 0.81919E+01 0.30679E+01 0.26222E+01 0.24513E+01 0.21052E+01 0.20227E+01 0.00000E+00 0.00000E+00
 0.00000E+00 0.18964E+02 0.18256E+02 0.16346E+02 0.41276E+01 0.30762E+01 0.25950E+01 0.24214E+01
